属性,数值,关联材料,条件,原文片段,段落来源,DOI,标题
Rate_Capability,"[{'condition': '0.2 C', 'capacity': 212, 'unit': 'mAh/g'}] mAh/g",,moderate-concentration KFSI in TMP | cycling | half_cell,212 at 0.2 C,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 A g-1', 'capacity': 209, 'unit': 'mAh/g'}] mAh/g",,0.8 M KPF6 based electrolytes | galvanostatic charge/discharge,209 at 100 A g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 mA g-1', 'capacity': 303, 'unit': 'mAh/g'}] mAh/g",,10.0 A/g | unique 1 M KCF3SO3 based DEGDME electrolyte,303 at 100 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 mA g-1', 'capacity': 281.2, 'unit': 'mAh/g'}] mAh/g",,high concentrated KFSI/EMC | galvanostatic cycling,281.2 at 100 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '50 mA g-1', 'capacity': 367.1, 'unit': 'mAh/g'}] mAh/g",Moderately concentrated KFSI in TEP,Moderately concentrated KFSI in TEP | galvanostatic plating/stripping | half_cell,367.1 at 50 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '50 mA g-1', 'capacity': 220, 'unit': 'mAh/g'}] mAh/g",1 M KBF4 in EC/EMC,1 M KBF4 in EC/EMC,220 at 50 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '50 mA g-1', 'capacity': 135, 'unit': 'mAh/g'}] mAh/g",,"KClO4 salt based electrolyte, low concentration",135 at 50 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 mA g-1', 'capacity': 218.2, 'unit': 'mAh/g'}] mAh/g",,KPF6 based EC/DEC electrolytes,218.2 at 100 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 A g-1', 'capacity': 525.5, 'unit': 'mAh/g'}] mAh/g",,2 vol% FEC additive based electrolyte | K half cells (Prussian blue an,525.5 at 100 A g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '50 mA g-1', 'capacity': 318, 'unit': 'mAh/g'}] mAh/g",,electrolyte containing FEC (unspecified base) | K/Sn3P4 half cells,318 at 50 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '25 mA g-1', 'capacity': 150, 'unit': 'mAh/g'}] mAh/g",1.0 M KFSI in TMP,1.0 M KFSI in TMP with DTD additive | half_cell,150 at 25 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '50 mA g-1', 'capacity': 395.9, 'unit': 'mAh/g'}] mAh/g",,molten KF | graphite electrode,395.9 at 50 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 mA g-1', 'capacity': 598, 'unit': 'mAh/g'}] mAh/g",0.5 M KPF6 in DME,0.5 M KPF6 in DME | K-O2 battery,598 at 100 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Rate_Capability,"[{'condition': '100 mA g-1', 'capacity': 320, 'unit': 'mAh/g'}] mAh/g",,EC/DEC electrolyte | graphite electrode,320 at 100 mA g-1,"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,92 %,,moderate-concentration KFSI in TMP | cycling | half_cell,92%@100 cycles (0.2 C),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,62 %,,0.8 M KPF6 based electrolytes | galvanostatic charge/discharge,62%@100 cycles (0.2 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,74.6 %,,10.0 A/g | unique 1 M KCF3SO3 based DEGDME electrolyte,74.6%@100 cycles (0.1 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,78 %,,high concentrated KFSI/EMC | galvanostatic cycling,78% @ 50 cycles (0.1 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,87.8 %,Moderately concentrated KFSI in TEP,Moderately concentrated KFSI in TEP | galvanostatic plating/stripping | half_cell,87.8%@600 cycles (0.3 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,85 %,1 M KBF4 in EC/EMC,1 M KBF4 in EC/EMC,85%@600 cycles (0.2 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,76 %,,"KClO4 salt based electrolyte, low concentration",76% after 500 cycles (0.2 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,81 %,,KPF6 based EC/DEC electrolytes,81% after 100 cycles (0.1 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,90 %,,2 vol% FEC additive based electrolyte | K half cells (Prussian blue an,90% after 100 cycles (0.5 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,92 %,,electrolyte containing FEC (unspecified base) | K/Sn3P4 half cells,92% after 1000 cycles (0.5 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,81 %,1.0 M KFSI in TMP,1.0 M KFSI in TMP with DTD additive | half_cell,81% after 30 cycles (0.025 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,90 %,,molten KF | graphite electrode,90% after 600 cycles (0.2 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,97.5 %,0.5 M KPF6 in DME,0.5 M KPF6 in DME | K-O2 battery,97.5% after 600 cycles (0.5 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Capacity_Retention,99 %,,EC/DEC electrolyte | graphite electrode,99% after 500 cycles (5 A g-1),"TABLE DATA BLOCK
Headers: Category; Anode; Electrolyte; Capacity (mAh g-1); Capacity retention; Ref.
Rows:
Row 1: Category = Intercalation materials; Anode = Graphitic carbon hollow nanocage; Electrol",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Ionic_Conductivity,2.089e-05 S/cm,,moderate-concentration KFSI in TMP | cycling | half_cell,Ionic conductivity (S cm-1) = 2.089 × 10-5,"TABLE DATA BLOCK
Headers: Classification; Electrolyte composition; Ionic conductivity (S cm-1); Activation energies (eV); Electrochemical stable voltage (V)
Rows:
Row 1: Classification = Gel polymer e",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Ionic_Conductivity,0.000159 S/cm,,0.8 M KPF6 based electrolytes | galvanostatic charge/discharge,1.59 × 10-4,"TABLE DATA BLOCK
Headers: Classification; Electrolyte composition; Ionic conductivity (S cm-1); Activation energies (eV); Electrochemical stable voltage (V)
Rows:
Row 1: Classification = Gel polymer e",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Ionic_Conductivity,0.037 S/cm,,10.0 A/g | unique 1 M KCF3SO3 based DEGDME electrolyte,3.7 × 10-2,"TABLE DATA BLOCK
Headers: Classification; Electrolyte composition; Ionic conductivity (S cm-1); Activation energies (eV); Electrochemical stable voltage (V)
Rows:
Row 1: Classification = Gel polymer e",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Ionic_Conductivity,1.4e-07 S/cm,,high concentrated KFSI/EMC | galvanostatic cycling,Ionic conductivity (S cm-1) = 1.4 × 10-7,"TABLE DATA BLOCK
Headers: Classification; Electrolyte composition; Ionic conductivity (S cm-1); Activation energies (eV); Electrochemical stable voltage (V)
Rows:
Row 1: Classification = Gel polymer e",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Ionic_Conductivity,4.4e-07 S/cm,Moderately concentrated KFSI in TEP,Moderately concentrated KFSI in TEP | galvanostatic plating/stripping | half_cell,4.4 × 10-7,"TABLE DATA BLOCK
Headers: Classification; Electrolyte composition; Ionic conductivity (S cm-1); Activation energies (eV); Electrochemical stable voltage (V)
Rows:
Row 1: Classification = Gel polymer e",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
Ionic_Conductivity,6.01e-06 S/cm,1 M KBF4 in EC/EMC,1 M KBF4 in EC/EMC,6.01 × 10-6,"TABLE DATA BLOCK
Headers: Classification; Electrolyte composition; Ionic conductivity (S cm-1); Activation energies (eV); Electrochemical stable voltage (V)
Rows:
Row 1: Classification = Gel polymer e",10.1002/EXP.20210239,Electrolyte formulation strategies for potassium-based batteries
